@RELATION vs
@ATTRIBUTE char1 NUMERIC
@ATTRIBUTE char2 NUMERIC
@ATTRIBUTE char3 NUMERIC
@ATTRIBUTE char4 NUMERIC
@ATTRIBUTE char5 NUMERIC
@ATTRIBUTE char6 NUMERIC
@ATTRIBUTE char7 NUMERIC
@ATTRIBUTE char8 NUMERIC
@ATTRIBUTE char9 NUMERIC
@ATTRIBUTE char10 NUMERIC
@ATTRIBUTE char11 NUMERIC
@ATTRIBUTE class        {c1,c2}
@DATA
3.103951,0.503602,0.188183,0.346541,5.398444,69.342178,104.851669,114.292793,58.051353,74.503578,1.085426,c2
5.682693,2.432911,1.040560,0.335950,16.984983,41.758739,119.465675,141.197845,169.808258,205.009674,0.625728,c2
6.007757,2.773365,2.483520,0.509494,15.102641,36.610909,105.717964,230.412384,163.929108,126.177574,1.028810,c2
6.496195,3.137548,2.824854,0.530897,15.646435,66.293610,131.652756,219.752762,132.260559,132.680038,1.060897,c2
4.390953,1.824820,0.885664,0.316646,20.128468,9.903368,32.658943,82.001656,77.754341,436.515411,0.218746,c2
5.762008,2.729778,0.911762,0.174026,18.813234,34.054951,73.926544,94.471130,135.136017,269.364288,0.383983,c2
2.891123,0.769765,0.152655,0.065127,3.083608,33.976753,79.289452,175.703720,79.054558,308.519897,0.604892,c2
6.680903,3.151651,3.140587,0.419168,18.479181,70.883621,96.760078,175.590302,147.003952,179.650436,0.685093,c2
2.813833,0.704802,0.208691,0.422487,5.036233,36.113743,68.072495,166.063751,206.053024,105.667953,0.673125,c2
5.085942,1.866083,1.584832,0.203643,9.730518,38.120090,69.547539,90.323433,87.396324,201.684738,0.488601,c2
5.008215,2.059909,0.177655,0.292649,12.178209,15.355968,43.484360,158.202347,232.621979,165.105042,0.488247,c2
2.741045,0.617703,0.135671,0.397820,16.283049,16.459351,34.603756,63.939373,53.885559,437.951172,0.193870,c2
4.983021,2.432879,2.346180,0.007550,14.077851,28.521505,57.876549,70.633102,122.056801,333.803253,0.265307,c2
1.780793,0.007050,0.531128,0.405348,5.715670,82.549515,115.661804,147.560516,89.205322,114.555351,0.919361,c2
4.561288,0.925343,1.369480,0.488136,11.848015,70.444191,106.313995,161.895355,78.497116,141.363922,0.923887,c2
4.079758,1.080807,0.773853,0.237699,18.104523,14.373178,29.756182,80.921455,106.754379,423.246552,0.203312,c2
4.894295,2.050472,1.259601,0.089049,16.934483,5.651017,20.642338,106.412048,148.681305,322.283936,0.266576,c2
1.833778,0.730962,0.599627,0.383082,7.021450,38.388298,70.108444,139.384033,146.046799,93.307961,0.754267,c2
2.416164,0.731181,0.387761,0.108114,4.724305,5.843462,24.926458,131.400360,149.844772,225.751770,0.409833,c2
4.041957,0.339434,0.371630,0.723789,23.655647,2.572646,6.317951,24.817598,27.410517,593.831360,0.049912,c2
4.250883,1.590747,0.090429,0.228525,20.032187,16.965706,34.148457,65.439842,120.573006,380.270233,0.192326,c2
5.040695,1.530915,0.221245,0.143837,18.078154,38.366478,60.586807,142.385040,120.261230,267.986328,0.475774,c2
2.954843,0.741319,0.268542,0.335705,13.370172,49.348663,71.978050,121.357056,224.402817,178.301697,0.427682,c2
2.383947,0.569089,0.371504,0.035027,20.207325,18.192453,36.559036,70.542030,184.930176,337.302521,0.198179,c2
1.798287,0.926909,0.355944,0.627406,16.563873,127.780487,181.516647,163.500717,96.782417,112.426064,1.023824,c2
3.945858,1.367924,0.156461,0.219111,8.771248,5.173541,9.596178,74.384331,141.591537,437.990753,0.143616,c2
2.688107,0.764380,0.150952,0.035444,14.634936,20.808908,42.020267,77.379379,173.023697,349.770020,0.219645,c2
3.716702,0.527779,0.967481,0.579774,12.454137,108.692032,181.438568,152.993652,94.223976,103.571350,1.091178,c2
5.887345,2.916537,3.219131,0.629722,19.418341,115.739021,170.724609,234.044754,61.166924,110.038506,1.410619,c2
4.640791,1.670557,0.672701,0.302191,24.493847,14.770926,32.810604,80.495346,283.279510,186.297089,0.233935,c2
4.830161,2.104547,0.362794,0.096133,22.075905,9.863874,26.602669,81.258232,233.605743,311.958679,0.194194,c2
4.373182,1.785168,0.397554,0.112583,11.673262,7.809983,17.038279,69.310135,193.134460,350.728455,0.156521,c2
2.362668,0.677779,0.424180,0.088960,19.757282,33.066486,51.141315,68.139328,195.114273,315.350098,0.219455,c2
3.911044,1.628827,0.199394,0.696828,10.759377,86.096985,187.184631,210.531723,102.104195,57.884808,1.616168,c2
5.886008,2.770317,0.164667,0.148710,9.698900,33.889023,40.204472,130.809143,110.315948,251.913086,0.431724,c2
2.882897,0.847711,0.353439,0.493706,11.810205,108.570061,163.333145,175.621185,98.836266,153.671173,0.938730,c2
3.606861,1.223642,0.223948,0.060220,19.881538,27.428997,42.913425,108.122864,123.226334,371.488708,0.289262,c2
2.732964,0.562246,0.084465,0.311010,6.246999,27.159523,37.184643,78.342896,77.978668,481.576050,0.196906,c2
3.887047,0.671571,0.566672,0.361738,22.225567,8.045592,18.662710,77.885033,72.787781,449.923279,0.181906,c2
1.698171,1.141318,0.592798,0.566991,14.665998,55.267845,123.332962,286.744354,70.027641,124.798714,1.639691,c2
4.181160,1.611255,0.589264,0.354332,16.757374,8.913018,15.988257,76.526146,103.620415,453.311096,0.163498,c2
3.257847,1.314366,0.176910,0.030047,7.079345,7.766714,42.260120,132.912979,198.974823,325.034393,0.329411,c2
5.666846,2.736949,2.632000,0.259976,15.580941,52.205391,62.284279,110.728935,135.303909,193.751541,0.453792,c2
3.030857,1.072349,0.192490,0.009505,6.157118,26.755888,76.917778,108.742966,118.823639,327.255371,0.392654,c2
2.852269,0.423946,0.071869,0.188663,10.781207,27.395197,87.422562,184.338654,102.147781,275.850616,0.670364,c2
1.554872,0.721391,0.591315,0.397361,9.712397,82.693115,191.760834,168.715546,63.261929,209.710861,1.013525,c2
3.195032,1.100462,0.274322,0.014684,6.137798,47.300751,68.063591,101.529594,146.860870,325.693298,0.326232,c2
1.222234,1.161218,0.856488,0.153777,4.248748,41.824677,76.124252,91.648567,78.794380,176.406601,0.564843,c2
5.354690,2.548851,1.568753,0.470510,14.921435,106.402184,177.853439,123.090584,60.773903,134.259369,0.998370,c2
5.846340,2.791108,0.028537,0.306366,13.048687,74.337868,110.549164,106.340828,90.496384,219.150497,0.564840,c2
5.207217,2.265129,1.415627,0.075540,17.500919,8.585606,20.604284,67.598495,218.746567,322.583801,0.160393,c2
5.338743,2.098897,0.669276,0.391511,11.679059,46.480293,100.380226,174.386215,182.660400,163.234436,0.700265,c2
2.028141,0.407862,0.371958,0.263803,19.077898,10.404447,17.236294,23.298323,138.172974,460.016357,0.066604,c2
2.235738,0.798442,0.323060,0.275660,21.493259,149.921310,117.385551,75.611465,70.234306,240.047195,0.419374,c2
5.660597,2.612167,0.634361,0.614606,15.156277,128.200760,178.401672,116.643730,58.843464,122.857498,0.952061,c2
2.798510,0.672680,0.056360,0.271055,19.772465,69.699951,81.378815,93.175125,149.055908,222.575317,0.395517,c2
4.671457,1.984705,0.730569,0.249509,18.743248,13.313011,23.382048,37.876423,183.092178,373.758514,0.107440,c2
4.665674,1.834839,1.329342,0.595478,23.130030,5.846053,11.424371,16.469820,65.897865,527.570740,0.046543,c2
5.102906,2.222643,0.477844,0.456861,21.705160,7.487257,14.243724,29.461319,116.636223,473.711487,0.073106,c2
2.786750,0.378608,0.103477,0.356121,16.149565,106.452377,165.417740,102.119904,85.091316,212.481201,0.662181,c2
2.784164,0.538769,0.212052,0.108658,7.134745,74.443779,84.641991,116.958580,81.192291,336.667389,0.409505,c2
