@RELATION vs
@ATTRIBUTE char1 NUMERIC
@ATTRIBUTE char2 NUMERIC
@ATTRIBUTE char3 NUMERIC
@ATTRIBUTE char4 NUMERIC
@ATTRIBUTE char5 NUMERIC
@ATTRIBUTE char6 NUMERIC
@ATTRIBUTE char7 NUMERIC
@ATTRIBUTE char8 NUMERIC
@ATTRIBUTE char9 NUMERIC
@ATTRIBUTE char10 NUMERIC
@ATTRIBUTE char11 NUMERIC
@ATTRIBUTE class        {c1,c2}
@DATA
2.925207,1.074161,0.255223,0.643219,16.253860,95.859467,166.188919,187.010468,100.146500,80.118851,0.011471,c1
1.933666,0.284569,0.596099,0.688237,18.128609,61.906799,116.194138,316.720551,96.886574,57.415916,0.026288,c1
2.269052,0.537400,0.508845,0.688069,16.829447,118.407738,181.039673,172.176224,128.793396,58.531223,0.026050,c1
2.398556,0.578645,0.367466,0.015017,17.945471,49.267410,81.289650,51.682480,104.882416,303.155182,0.014042,c2
3.909794,0.921558,0.021358,0.236293,20.724791,16.158812,26.270533,50.504353,108.325928,461.463928,0.075073,c2
4.888592,2.043460,1.213187,0.076800,15.781013,19.336437,32.964642,75.331650,144.704102,358.054169,0.054358,c2
6.432889,3.113809,1.116663,0.781432,9.851935,90.294548,143.635498,135.768112,25.228544,50.330410,0.041860,c2
5.702912,2.440234,2.003056,0.661030,9.021203,47.320354,136.602432,196.749359,73.628342,70.820496,0.028953,c2
4.295495,1.629922,0.330988,0.236734,15.807579,6.856280,20.210747,60.020695,101.943604,423.622803,0.024187,c2
5.372245,2.647227,2.700141,0.406165,8.002990,32.711018,94.409637,178.661041,81.799950,192.156921,0.000000,c2
5.000255,1.836684,1.292798,0.385543,19.045450,5.038333,12.379673,39.332420,104.659119,461.774200,0.043651,c2
5.768213,2.341475,1.813760,0.211239,19.893225,12.669607,24.444815,77.577599,139.989288,402.253387,0.012731,c2
2.517609,0.833091,0.348056,0.020548,18.776676,39.315434,83.570221,88.822304,60.907150,324.173187,0.034778,c2
5.216321,2.093507,0.001768,0.577717,21.343805,2.440095,4.464659,18.823679,37.826767,572.580444,0.013685,c2
4.978694,2.030810,1.421907,0.380856,17.184395,7.224663,18.747585,39.489494,91.417572,459.858521,0.014451,c2
2.085136,0.123971,0.250521,0.273960,9.304773,34.832966,70.771652,102.078171,46.118427,159.138214,0.045314,c2
5.252749,2.328797,0.571076,0.251124,13.057565,59.800381,59.098606,182.515854,150.503632,248.458282,0.001548,c2
2.545051,0.319276,0.196868,0.088247,14.076614,24.983641,54.137352,128.654404,85.793495,327.750793,0.035256,c2
5.624434,2.706684,0.036222,0.198112,18.641554,33.909836,55.851418,141.549072,182.268524,249.810287,0.019231,c2
4.713778,1.418380,0.017134,0.394255,15.068900,113.369942,109.964729,165.792877,93.186028,180.372787,0.016438,c2
5.445131,2.532943,2.083185,0.175567,17.728270,41.071075,58.624950,166.912674,127.093216,277.112762,0.000000,c2
2.810311,0.643262,0.012901,0.160956,20.084784,13.570757,36.646568,81.593170,94.594490,402.202789,0.031390,c2
1.807836,2.285003,0.480732,0.051502,16.575424,40.701630,61.526886,121.446976,95.571739,293.643494,0.053077,c2
2.060987,0.450436,0.510383,0.203115,15.577867,10.837370,19.870338,97.955963,81.268036,471.713318,0.020101,c2
3.950103,1.579922,0.199505,0.106658,6.133562,15.659307,31.766979,112.084198,153.377548,398.119141,0.019465,c2
3.103397,1.170842,0.140961,0.525463,7.986687,88.394676,95.276772,111.560181,51.150818,125.451393,0.008982,c2
5.981798,2.865735,0.363573,0.531727,13.794879,65.535912,82.366302,238.149521,167.756866,139.544693,0.000000,c2
5.558308,2.237993,1.899277,0.159293,14.241376,19.844868,40.796612,144.775497,211.956787,284.702820,0.038869,c2
3.567083,1.270108,0.169015,0.314057,6.751632,53.786160,67.628395,172.235840,119.776268,209.100723,0.023158,c2
2.139081,0.158780,0.483196,0.421061,5.813858,71.092186,109.336380,167.714752,87.390984,122.636353,0.040541,c2
4.363761,0.855275,0.042984,0.112816,19.174566,22.551348,49.325638,117.243500,144.510483,305.154999,0.042720,c2
4.565718,1.982501,1.198671,0.038337,19.525539,14.284353,27.192503,67.889534,188.507843,267.730103,0.028716,c2
6.094829,2.888035,0.371453,0.330781,10.463931,41.321499,100.283440,111.442696,180.566330,195.378418,0.004167,c2
2.580772,0.024030,0.231454,0.338296,19.961578,17.948715,50.489674,167.162094,221.201294,180.380554,0.019146,c2
3.324161,1.147487,0.191612,0.267592,14.727906,49.856041,101.348824,111.722244,165.399811,241.178009,0.014643,c2
5.904623,2.801722,2.418963,0.417020,12.724705,89.791649,181.468231,106.858170,70.215141,198.303864,0.061224,c2
4.805634,1.993415,1.233045,0.036183,23.236820,13.242473,24.607327,60.050938,186.292801,326.236267,0.025684,c2
5.422201,2.630289,1.374178,0.316668,15.089873,81.072189,99.440186,149.040756,121.021057,232.095825,0.000000,c2
4.985498,2.129505,1.653509,0.133420,15.991527,61.576954,78.622536,75.077690,140.776840,253.925873,0.015421,c2
2.907710,0.656246,0.163468,0.321235,9.941589,64.431061,120.977524,157.330887,55.172363,207.220413,0.023689,c2
6.074970,2.456660,0.007893,0.546773,11.612024,81.991577,195.236450,168.955872,85.888252,134.374252,0.002079,c2
2.969050,0.879972,0.140689,0.177040,18.106464,43.316071,87.335327,127.063057,149.856888,274.348267,0.036145,c2
4.665082,1.700794,1.020322,0.412537,19.059006,127.099960,159.786682,106.572746,73.490196,164.555008,0.078799,c2
4.369639,1.628316,0.075404,0.212140,13.375463,4.764819,11.723388,63.643707,101.741837,364.045990,0.026497,c2
1.661652,1.029982,0.590647,0.095742,15.176122,64.597908,76.405586,87.279327,81.988594,301.044098,0.063526,c2
5.229314,2.537483,2.197260,0.020957,11.091780,25.790947,38.835785,112.562096,146.207687,347.708923,0.000000,c2
4.106576,1.656560,0.139352,0.597110,21.867386,10.856806,18.403160,18.930065,33.223824,580.907898,0.016964,c2
3.050156,1.009974,0.195157,0.416779,18.533171,9.193662,21.777885,67.378304,38.798912,490.261627,0.031179,c2
5.230214,0.744988,1.861443,0.370200,13.291686,63.490997,90.564194,111.225555,120.261871,178.628357,0.036680,c2
3.012296,0.958430,0.175221,0.500480,8.898254,103.041946,173.874542,177.135559,50.052380,147.102356,0.016264,c2
2.462076,0.875755,0.527997,0.404660,6.163161,47.751095,114.421738,179.457718,53.855278,133.547165,0.003639,c2
3.072729,0.602720,0.113947,0.248947,12.701820,23.663242,42.301949,148.151169,232.578217,222.880264,0.045289,c2
4.789919,1.946393,0.213689,0.246427,10.628626,56.272877,85.053345,122.161827,165.958359,251.858002,0.014706,c2
4.135763,1.723548,0.111740,0.033777,10.056975,15.263210,19.812134,75.524109,211.912323,340.225128,0.017809,c2
3.513825,0.200052,0.306920,0.041433,19.568745,9.622320,20.917646,101.478493,193.901337,311.574982,0.035519,c2
5.303763,2.563047,0.798608,0.261265,8.689045,36.661457,93.724434,179.675766,140.772308,235.552872,0.018809,c2
2.189101,0.606704,0.440782,0.541129,14.194753,94.169479,111.122742,191.125183,139.082138,121.160301,0.005495,c2
2.970625,0.703332,0.145868,0.283420,9.694221,47.486649,103.539497,166.101318,123.204201,223.326111,0.015978,c2
3.460345,1.366938,0.066506,0.135601,10.966769,4.472270,19.554432,73.231064,164.962067,409.396271,0.027688,c2
2.056479,0.510145,0.585151,0.231289,13.136765,15.355099,25.339045,67.030624,142.532822,463.005615,0.015859,c2
3.687387,1.480770,0.244963,0.090452,6.417787,32.827473,41.332413,76.637756,139.983002,412.692871,0.045491,c2
3.212751,1.189269,0.058104,0.479968,8.165325,74.963707,166.414978,203.671204,108.554443,161.696762,0.016857,c2
2.769491,0.859437,0.400278,0.170067,11.613114,38.560299,75.411270,118.930840,179.274765,257.759064,0.030000,c2
4.657308,1.851791,0.095997,0.275931,17.430616,4.268677,8.140857,34.922855,134.343246,411.285980,0.010886,c2
4.678011,1.786852,0.001719,0.325063,20.014071,4.874548,15.828850,53.587845,96.534760,440.237091,0.022999,c2
5.309232,2.537854,0.318318,0.180530,9.769040,27.491957,60.957001,149.761871,178.098053,278.588257,0.000000,c2
1.566461,2.168549,0.645999,0.194096,13.268079,23.477964,35.121376,77.741859,288.374817,157.693344,0.125424,c2
3.260288,1.018736,0.230084,0.079310,21.431055,4.241747,8.996666,42.464020,335.430878,226.322998,0.031664,c2
3.153423,0.784944,0.050486,0.344208,13.610093,38.591919,76.808495,92.955994,318.047424,146.122910,0.032706,c2
1.479646,1.172733,0.572646,0.314111,7.865906,28.601965,51.717533,96.008667,167.243073,97.473969,0.156372,c2
3.578161,1.322919,0.433679,0.423580,19.103785,3.485129,10.324714,45.598476,77.544960,484.402985,0.031156,c2
2.894116,0.652639,0.246901,0.543106,24.202532,2.012876,6.652321,17.118071,64.675514,555.117554,0.015424,c2
2.836848,0.611718,0.198540,0.115992,18.699493,4.184180,14.723989,75.399490,320.845795,218.891342,0.031659,c2
2.776227,0.714916,0.269630,0.270734,23.985386,20.811287,33.972317,87.118721,355.209351,135.851654,0.038114,c2
2.710282,2.103119,0.158760,0.413348,21.553434,8.359317,10.890251,30.218441,87.737091,506.679962,0.013415,c2
3.786511,1.024432,0.380805,0.023103,18.387295,31.503208,45.407379,87.869736,70.103653,384.958069,0.053741,c2
4.944789,1.447630,0.905590,0.307969,11.878304,47.291645,83.342293,166.548065,137.767105,220.464600,0.034068,c2
2.853852,0.081846,0.131548,0.141647,13.843760,3.487826,12.525116,114.832291,127.292702,376.787811,0.042980,c2
1.878424,0.329710,0.639916,0.285659,5.171813,19.359179,20.002972,23.977697,22.339754,200.991348,0.031627,c2
3.484345,0.938131,0.127211,0.204394,17.238787,6.850306,23.336206,59.928169,100.724762,442.812286,0.017661,c2
3.774388,1.530313,0.135949,0.212968,3.970223,34.059727,70.526245,199.592392,132.337997,289.246490,0.013672,c2
3.286700,0.692440,0.220520,0.069246,15.521334,8.984694,26.049269,110.057259,127.370186,343.345245,0.039976,c2
5.481811,2.499343,1.462957,0.088357,18.726332,3.855860,11.271557,56.984653,154.199783,356.037415,0.029831,c2
2.406036,0.537531,0.404382,0.139044,10.782884,16.045671,40.437019,79.298630,52.879642,400.736847,0.033314,c2
3.071213,1.034403,0.039766,0.320274,4.759065,12.229984,26.336016,26.610886,51.706612,154.413818,0.019443,c2
4.062019,0.665704,0.998385,0.042933,11.518268,28.453754,30.368040,65.278633,92.774940,301.402130,0.039236,c2
2.037621,0.032851,0.373164,0.213206,13.128436,8.507094,17.233469,53.235420,71.361427,340.257233,0.060407,c2
5.057056,2.478448,2.391296,0.085777,7.870527,15.049906,44.265564,113.770798,201.677292,265.512756,0.000000,c2
2.433802,0.247092,0.040969,0.085146,12.037386,32.750439,56.262737,181.794937,90.045555,314.653564,0.067372,c2
4.650511,2.010729,0.814687,0.161828,17.855703,8.207348,43.136391,166.192093,208.517136,245.678299,0.041894,c2
3.103951,0.503602,0.188183,0.346541,5.398444,69.342178,104.851669,114.292793,58.051353,74.503586,0.057891,c2
5.682693,2.432911,1.040560,0.335950,16.984983,41.758736,119.465683,141.197830,169.808258,205.009644,0.039164,c2
6.007757,2.773365,2.483520,0.509494,15.102641,36.610909,105.717964,230.412384,163.929092,126.177574,0.016438,c2
6.496195,3.137548,2.824854,0.530897,15.646435,66.293610,131.652771,219.752747,132.260574,132.680023,0.000000,c2
4.390953,1.824820,0.885664,0.316646,20.128468,9.903368,32.658943,82.001656,77.754349,436.515472,0.024390,c2
5.762008,2.729778,0.911762,0.174026,18.813234,34.054947,73.926544,94.471130,135.136032,269.364319,0.013263,c2
2.891123,0.769765,0.152655,0.065127,3.083608,33.976749,79.289452,175.703720,79.054558,308.519897,0.016243,c2
6.680903,3.151651,3.140587,0.419168,18.479181,70.883629,96.760086,175.590302,147.003952,179.650452,0.000000,c2
2.813833,0.704802,0.208691,0.422487,5.036233,36.113743,68.072495,166.063751,206.053009,105.667953,0.031921,c2
5.085942,1.866083,1.584832,0.203643,9.730518,38.120094,69.547539,90.323433,87.396324,201.684738,0.020053,c2
5.008215,2.059909,0.177655,0.292649,12.178209,15.355968,43.484364,158.202347,232.621979,165.105057,0.034799,c2
2.741045,0.617703,0.135671,0.397820,16.283049,16.459351,34.603752,63.939373,53.885563,437.951141,0.024083,c2
4.983021,2.432879,2.346180,0.007550,14.077851,28.521503,57.876549,70.633102,122.056793,333.803223,0.000000,c2
